postcode,invoeding,afname,"congestiemanagement invoeding","congestiemanagement afname"
1055RK,0,2,0,0
1055RL,0,2,0,0
1055RM,0,2,0,0
1055RN,0,2,0,0
1055RP,0,3,0,0
1055RR,0,3,0,0
1055RS,0,3,0,0
1055RT,0,3,0,0
1055RV,0,3,0,0
1055RW,0,3,0,0
1055RX,0,3,0,0
1055RZ,0,3,0,0
1055SB,0,2,0,0
1055SC,0,3,0,0
1055SN,0,2,0,0
1055SP,0,2,0,0
1055SR,0,2,0,0
1055ST,0,2,0,0
1055SV,0,2,0,0
1055SW,0,2,0,0
1055SX,0,2,0,0
1055SZ,0,2,0,0
1055TA,0,2,0,0
1055TB,0,2,0,0
1055TC,0,2,0,0
1055TD,0,2,0,0
1055TE,0,2,0,0
1055TG,0,2,0,0
1055TH,0,2,0,0
1055TJ,0,2,0,0
1055TK,0,2,0,0
1055TL,0,2,0,0
1055TM,0,2,0,0
1055TN,0,2,0,0
1055TP,0,3,0,0
1055TR,0,2,0,0
1055TS,0,2,0,0
1055TT,0,2,0,0
1055TV,0,2,0,0
1055TW,0,2,0,0
1055TX,0,2,0,0
1055TZ,0,2,0,0
1055VA,0,2,0,0
1055VB,0,2,0,0
1055VC,0,2,0,0
1055VD,0,2,0,0
1055VE,0,2,0,0
1055VG,0,3,0,0
1055VH,0,3,0,0
1055VJ,0,3,0,0
1055VK,0,3,0,0
1055VL,0,3,0,0
1055VM,0,3,0,0
1055VN,0,3,0,0
1055VP,0,2,0,0
1055VR,0,2,0,0
1055VS,0,2,0,0
1055VT,0,2,0,0
1055VV,0,2,0,0
1055VW,0,2,0,0
1055VX,0,2,0,0
1055VZ,0,2,0,0
1055WB,0,2,0,0
1055WC,0,2,0,0
1055WD,0,2,0,0
1055WE,0,2,0,0
1055WG,0,2,0,0
1055WH,0,2,0,0
1055WJ,0,2,0,0
1055WK,0,2,0,0
1055WL,0,2,0,0
1055WN,0,2,0,0
1055WP,0,2,0,0
1055WR,0,2,0,0
1055WS,0,2,0,0
1055WT,0,2,0,0
1055WV,0,2,0,0
1055WX,0,2,0,0
1055WZ,0,2,0,0
1055XA,0,2,0,0
1055XB,0,2,0,0
1055XC,0,3,0,0
1055XD,0,3,0,0
1055XE,0,3,0,0
1055XG,0,3,0,0
1055XH,0,3,0,0
1055XJ,0,2,0,0
1055XK,0,2,0,0
1055XL,0,2,0,0
1055XM,0,2,0,0
1055XN,0,2,0,0
1055XP,0,3,0,0
1055XR,0,3,0,0
1055XS,0,3,0,0
1055XT,0,3,0,0
1055XV,0,3,0,0
1055XW,0,3,0,0
1055XX,0,3,0,0
1055XZ,0,3,0,0
1055ZA,0,3,0,0
1055ZB,0,3,0,0
1055ZC,0,3,0,0
1055ZD,0,3,0,0
1055ZE,0,3,0,0
1055ZG,0,3,0,0
1055ZH,0,3,0,0
1055ZJ,0,3,0,0
1055ZK,0,3,0,0
1055ZL,0,3,0,0
1055ZM,0,3,0,0
1055ZN,0,3,0,0
1055ZP,0,3,0,0
1055ZR,0,3,0,0
1055ZS,0,3,0,0
1055ZT,0,3,0,0
1055ZV,0,3,0,0
1055ZW,0,3,0,0
1055ZX,0,3,0,0
1055ZZ,0,3,0,0
1056AA,0,3,0,0
1056AB,0,3,0,0
1056AC,0,3,0,0
1056AD,0,3,0,0
1056AE,0,3,0,0
1056AG,0,3,0,0
1056AH,0,3,0,0
1056AJ,0,3,0,0
1056AK,0,3,0,0
1056AL,0,3,0,0
1056AM,0,3,0,0
1056AN,0,3,0,0
1056AP,0,3,0,0
1056AR,0,3,0,0
1056AS,0,3,0,0
1056AT,0,3,0,0
1056AV,0,3,0,0
1056AW,0,3,0,0
1056AX,0,3,0,0
1056AZ,0,3,0,0
1056BA,0,3,0,0
1056BB,0,3,0,0
1056BC,0,3,0,0
1056BD,0,3,0,0
1056BE,0,3,0,0
1056BG,0,3,0,0
1056BH,0,2,0,0
1056BJ,0,2,0,0
1056BK,0,2,0,0
1056BL,0,2,0,0
1056BM,0,2,0,0
1056BN,0,3,0,0
1056BP,0,3,0,0
1056BR,0,3,0,0
1056BS,0,3,0,0
1056BT,0,3,0,0
1056BV,0,3,0,0
1056BW,0,3,0,0
1056BX,0,3,0,0
1056BZ,0,3,0,0
1056CA,0,3,0,0
1056CB,0,3,0,0
1056CC,0,2,0,0
1056CD,0,2,0,0
1056CE,0,2,0,0
1056CG,0,2,0,0
1056CH,0,3,0,0
1056CJ,0,3,0,0
1056CK,0,3,0,0
1056CL,0,3,0,0
1056CM,0,3,0,0
1056CN,0,3,0,0
1056CP,0,3,0,0
1056CR,0,3,0,0
1056CS,0,3,0,0
1056CT,0,3,0,0
1056CV,0,3,0,0
1056CW,0,3,0,0
1056CX,0,3,0,0
1056CZ,0,3,0,0
1056DA,0,3,0,0
1056DB,0,3,0,0
1056DC,0,3,0,0
1056DD,0,3,0,0
1056DE,0,3,0,0
1056DG,0,3,0,0
1056DH,0,3,0,0
1056DJ,0,3,0,0
1056DK,0,3,0,0
1056DL,0,3,0,0
1056DM,0,3,0,0
1056DN,0,3,0,0
1056DP,0,3,0,0
1056DR,0,3,0,0
1056DS,0,3,0,0
1056DT,0,3,0,0
1056DV,0,3,0,0
1056DW,0,3,0,0
1056DX,0,3,0,0
1056DZ,0,3,0,0
1056EA,0,3,0,0
1056EB,0,3,0,0
1056EC,0,2,0,0
1056ED,0,3,0,0
1056EE,0,3,0,0
1056EG,0,3,0,0
1056EH,0,3,0,0
1056EJ,0,3,0,0
1056EK,0,3,0,0
1056EL,0,3,0,0
1056EM,0,3,0,0
1056EN,0,3,0,0
1056EP,0,3,0,0
1056ER,0,2,0,0
1056ES,0,2,0,0
1056ET,0,2,0,0
1056EV,0,2,0,0
1056EW,0,2,0,0
1056EX,0,2,0,0
1056EZ,0,2,0,0
1056GA,0,2,0,0
1056GB,0,2,0,0
1056GC,0,2,0,0
1056GD,0,2,0,0
1056GE,0,2,0,0
1056GG,0,2,0,0
1056GH,0,2,0,0
1056GJ,0,2,0,0
1056GK,0,2,0,0
1056GL,0,2,0,0
1056GM,0,2,0,0
1056GN,0,2,0,0
1056GP,0,2,0,0
1056GR,0,2,0,0
1056GS,0,2,0,0
1056GT,0,2,0,0
1056GV,0,2,0,0
1056GW,0,2,0,0
1056GX,0,2,0,0
1056GZ,0,2,0,0
1056HA,0,2,0,0
1056HB,0,2,0,0
1056HC,0,2,0,0
1056HD,0,2,0,0
1056HE,0,2,0,0
1056HG,0,2,0,0
1056HH,0,2,0,0
1056HJ,0,2,0,0
1056HK,0,2,0,0
1056HL,0,2,0,0
1056HM,0,2,0,0
1056HN,0,2,0,0
1056HP,0,2,0,0
1056HR,0,2,0,0
1056HS,0,2,0,0
1056HT,0,2,0,0
1056HV,0,2,0,0
1056HW,0,2,0,0
1056HX,0,2,0,0
1056HZ,0,2,0,0
1056JA,0,2,0,0
1056JB,0,2,0,0
1056JC,0,2,0,0
1056JD,0,2,0,0
1056JE,0,2,0,0
1056JG,0,2,0,0
1056JH,0,2,0,0
1056JJ,0,2,0,0
1056JK,0,2,0,0
1056JL,0,2,0,0
1056JM,0,2,0,0
1056JN,0,2,0,0
1056JP,0,2,0,0
1056JR,0,2,0,0
1056JS,0,2,0,0
1056JT,0,2,0,0
1056JV,0,2,0,0
1056JW,0,2,0,0
1056JX,0,2,0,0
1056JZ,0,2,0,0
1056KA,0,2,0,0
1056KB,0,2,0,0
1056KC,0,2,0,0
1056KD,0,2,0,0
1056KE,0,2,0,0
1056KG,0,2,0,0
1056KH,0,2,0,0
1056KJ,0,2,0,0
1056KK,0,2,0,0
1056KL,0,2,0,0
1056KM,0,2,0,0
1056KN,0,2,0,0
1056KP,0,2,0,0
1056KR,0,2,0,0
1056KS,0,2,0,0
1056KT,0,2,0,0
1056KV,0,2,0,0
1056KW,0,2,0,0
1056KX,0,2,0,0
1056KZ,0,2,0,0
1056LA,0,3,0,0
1056LB,0,2,0,0
1056LC,0,3,0,0
1056LD,0,3,0,0
1056LE,0,3,0,0
1056LV,0,2,0,0
1056ND,0,3,0,0
1056NE,0,3,0,0
1056NG,0,3,0,0
1056NH,0,3,0,0
1056NJ,0,3,0,0
1056NK,0,3,0,0
1056NL,0,3,0,0
1056NM,0,3,0,0
1056NN,0,3,0,0
1056NP,0,3,0,0
1056NR,0,3,0,0
1056NS,0,3,0,0
1056NT,0,3,0,0
1056NV,0,3,0,0
1056NW,0,3,0,0
1056NX,0,3,0,0
1056NZ,0,3,0,0
1056PA,0,3,0,0
1056PB,0,3,0,0
1056PC,0,3,0,0
1056PD,0,3,0,0
1056PE,0,3,0,0
1056PG,0,3,0,0
1056PH,0,3,0,0
1056PJ,0,3,0,0
1056PK,0,3,0,0
1056PL,0,3,0,0
1056PM,0,3,0,0
1056PN,0,3,0,0
1056PP,0,3,0,0
1056PR,0,3,0,0
1056PS,0,3,0,0
1056PT,0,3,0,0
1056PV,0,3,0,0
1056PW,0,3,0,0
1056PX,0,3,0,0
1056PZ,0,3,0,0
1056RA,0,3,0,0
1056RB,0,3,0,0
1056RC,0,3,0,0
1056RD,0,3,0,0
1056RE,0,3,0,0
1056RG,0,3,0,0
1056RH,0,3,0,0
1056RJ,0,3,0,0
1056RK,0,3,0,0
1056RL,0,3,0,0
1056RM,0,3,0,0
1056RN,0,3,0,0
1056RP,0,3,0,0
1056RR,0,3,0,0
1056RS,0,3,0,0
1056RT,0,3,0,0
1056RV,0,3,0,0
1056RW,0,3,0,0
1056RX,0,3,0,0
1056RZ,0,3,0,0
1056SB,0,3,0,0
1056SC,0,3,0,0
1056SE,0,3,0,0
1056SG,0,3,0,0
1056SH,0,3,0,0
1056SJ,0,3,0,0
1056SK,0,3,0,0
1056SL,0,3,0,0
1056SM,0,3,0,0
1056SN,0,3,0,0
1056SP,0,3,0,0
1056SR,0,3,0,0
1056ST,0,3,0,0
1056SV,0,3,0,0
1056SW,0,3,0,0
1056SX,0,3,0,0
1056SZ,0,3,0,0
1056TA,0,3,0,0
1056TB,0,3,0,0
1056TC,0,3,0,0
1056TD,0,3,0,0
1056TE,0,3,0,0
1056TG,0,3,0,0
1056TH,0,2,0,0
1056TJ,0,3,0,0
1056TK,0,3,0,0
1056TL,0,3,0,0
1056TM,0,2,0,0
1056TN,0,2,0,0
1056TP,0,2,0,0
1056TR,0,2,0,0
1056TS,0,2,0,0
1056TT,0,2,0,0
1056TV,0,2,0,0
1056TW,0,2,0,0
1056TX,0,2,0,0
1056TZ,0,2,0,0
1056VA,0,3,0,0
1056VB,0,2,0,0
1056VC,0,2,0,0
1056VD,0,3,0,0
1056VE,0,2,0,0
1056VG,0,2,0,0
1056VH,0,2,0,0
1056VJ,0,2,0,0
1056VK,0,2,0,0
1056VL,0,2,0,0
1056VM,0,2,0,0
1056VN,0,3,0,0
1056VP,0,3,0,0
1056VR,0,3,0,0
1056VS,0,2,0,0
1056VT,0,2,0,0
1056VV,0,2,0,0
1056VW,0,2,0,0
1056VX,0,2,0,0
1056VZ,0,2,0,0
1056WB,0,2,0,0
1056WC,0,2,0,0
1056WD,0,2,0,0
1056WE,0,2,0,0
1056WG,0,2,0,0
1056WH,0,2,0,0
1056WJ,0,2,0,0
1056WK,0,2,0,0
1056WL,0,2,0,0
1056WN,0,2,0,0
1056WP,0,2,0,0
1056WR,0,2,0,0
1056WS,0,2,0,0
1056WT,0,2,0,0
1056WV,0,2,0,0
1056WX,0,2,0,0
1056WZ,0,2,0,0
1056XA,0,2,0,0
1056XB,0,2,0,0
1056XC,0,2,0,0
1056XD,0,2,0,0
1056XE,0,2,0,0
1056XG,0,2,0,0
1056XH,0,2,0,0
1056XJ,0,2,0,0
1056XK,0,2,0,0
1056XL,0,2,0,0
1056XM,0,2,0,0
1056XN,0,2,0,0
1056XP,0,2,0,0
1056XR,0,2,0,0
1056XS,0,2,0,0
1056XT,0,2,0,0
1056XV,0,2,0,0
1056XW,0,2,0,0
1056XX,0,2,0,0
1056XZ,0,2,0,0
1057AA,0,3,0,0
1057AB,0,3,0,0
1057AC,0,3,0,0
1057AD,0,3,0,0
1057AE,0,3,0,0
1057AG,0,3,0,0
1057AH,0,3,0,0
1057AJ,0,3,0,0
1057AK,0,3,0,0
1057AL,0,3,0,0
1057AM,0,3,0,0
1057AN,0,3,0,0
1057AP,0,3,0,0
1057AR,0,3,0,0
1057AS,0,3,0,0
1057AT,0,3,0,0
1057AV,0,3,0,0
1057AW,0,3,0,0
1057AX,0,3,0,0
1057AZ,0,3,0,0
1057BA,0,3,0,0
1057BB,0,3,0,0
1057BC,0,3,0,0
1057BD,0,3,0,0
1057BE,0,3,0,0
1057BG,0,3,0,0
1057BH,0,3,0,0
1057BJ,0,3,0,0
1057BK,0,3,0,0
1057BL,0,2,0,0
1057BM,0,2,0,0
1057BN,0,3,0,0
1057BP,0,3,0,0
1057BR,0,3,0,0
1057BS,0,3,0,0
1057BT,0,3,0,0
1057BV,0,3,0,0
1057BW,0,3,0,0
1057BX,0,3,0,0
1057BZ,0,3,0,0
1057CA,0,3,0,0
1057CB,0,3,0,0
1057CC,0,3,0,0
1057CD,0,3,0,0
1057CE,0,3,0,0
1057CG,0,3,0,0
1057CH,0,3,0,0
1057CJ,0,3,0,0
1057CK,0,3,0,0
1057CM,0,3,0,0
1057CN,0,3,0,0
1057CP,0,3,0,0
1057CR,0,3,0,0
1057CS,0,3,0,0
1057CT,0,3,0,0
1057CV,0,3,0,0
1057CW,0,3,0,0
1057CX,0,3,0,0
1057CZ,0,3,0,0
1057DA,0,3,0,0
1057DB,0,3,0,0
1057DC,0,3,0,0
1057DD,0,3,0,0
1057DE,0,3,0,0
1057DG,0,3,0,0
1057DH,0,3,0,0
1057DJ,0,3,0,0
1057DK,0,3,0,0
1057DL,0,3,0,0
1057DM,0,3,0,0
1057DN,0,3,0,0
1057DP,0,3,0,0
1057DR,0,3,0,0
1057DS,0,3,0,0
1057DT,0,3,0,0
1057DV,0,3,0,0
1057DW,0,3,0,0
1057DX,0,3,0,0
1057DZ,0,3,0,0
1057EA,0,2,0,0
1057EB,0,2,0,0
1057EC,0,3,0,0
1057ED,0,3,0,0
1057EE,0,3,0,0
1057EG,0,3,0,0
1057EH,0,3,0,0
1057EJ,0,2,0,0
1057EK,0,2,0,0
1057EL,0,2,0,0
1057EM,0,3,0,0
1057EN,0,3,0,0
1057EP,0,3,0,0
1057ER,0,3,0,0
1057ES,0,3,0,0
1057ET,0,3,0,0
1057EV,0,3,0,0
1057EW,0,3,0,0
1057EX,0,2,0,0
1057EZ,0,2,0,0
1057GA,0,2,0,0
1057GB,0,2,0,0
1057GC,0,2,0,0
1057GD,0,2,0,0
1057GE,0,2,0,0
1057GG,0,2,0,0
1057GH,0,2,0,0
1057GJ,0,2,0,0
1057GK,0,2,0,0
1057GL,0,2,0,0
1057GM,0,2,0,0
1057GN,0,2,0,0
1057GP,0,2,0,0
1057GR,0,2,0,0
1057GS,0,2,0,0
1057GT,0,2,0,0
1057GV,0,2,0,0
1057GW,0,2,0,0
1057GX,0,2,0,0
1057GZ,0,2,0,0
1057HA,0,2,0,0
1057HB,0,2,0,0
1057HC,0,2,0,0
1057HD,0,2,0,0
1057HE,0,2,0,0
1057HG,0,2,0,0
1057HH,0,2,0,0
1057HJ,0,2,0,0
1057HK,0,2,0,0
1057HL,0,2,0,0
1057HM,0,2,0,0
1057HN,0,2,0,0
1057HP,0,2,0,0
1057HR,0,2,0,0
1057HS,0,2,0,0
1057HT,0,2,0,0
1057HV,0,2,0,0
1057HW,0,2,0,0
1057HX,0,2,0,0
1057HZ,0,2,0,0
1057JA,0,2,0,0
1057JB,0,2,0,0
1057JC,0,2,0,0
1057JD,0,2,0,0
1057JE,0,2,0,0
1057JG,0,2,0,0
1057JH,0,2,0,0
1057JJ,0,2,0,0
1057JK,0,2,0,0
1057JL,0,2,0,0
1057JM,0,2,0,0
1057JN,0,2,0,0
1057JP,0,2,0,0
1057JR,0,2,0,0
1057JS,0,2,0,0
1057JT,0,3,0,0
1057JV,0,2,0,0
1057JW,0,2,0,0
1057JX,0,2,0,0
1057JZ,0,2,0,0
1057KA,0,2,0,0
1057KB,0,2,0,0
1057KC,0,2,0,0
1057KD,0,2,0,0
1057KE,0,3,0,0
1057KG,0,3,0,0
1057KH,0,2,0,0
1057KN,0,3,0,0
1057KP,0,3,0,0
1057NE,0,2,0,0
1057NG,0,3,0,0
1057NH,0,3,0,0
1057NJ,0,3,0,0
1057NK,0,3,0,0
1057NL,0,3,0,0
1057NM,0,3,0,0
1057NN,0,3,0,0
1057NP,0,3,0,0
1057NR,0,3,0,0
1057NS,0,3,0,0
1057NT,0,3,0,0
1057NV,0,3,0,0
1057NX,0,3,0,0
1057NZ,0,3,0,0
1057PA,0,3,0,0
1057PB,0,3,0,0
1057PC,0,3,0,0
1057PD,0,3,0,0
1057PE,0,3,0,0
1057PG,0,3,0,0
1057PH,0,3,0,0
1057PJ,0,2,0,0
1057PK,0,2,0,0
1057PL,0,2,0,0
1057PM,0,2,0,0
1057PN,0,2,0,0
1057PP,0,2,0,0
1057PR,0,2,0,0
1057PS,0,2,0,0
1057PT,0,2,0,0
1057PV,0,3,0,0
1057PW,0,3,0,0
1057PX,0,3,0,0
1057PZ,0,3,0,0
1057RA,0,3,0,0
1057RB,0,3,0,0
1057RC,0,3,0,0
1057RD,0,3,0,0
1057RE,0,3,0,0
1057RG,0,3,0,0
1057RH,0,3,0,0
1057RJ,0,3,0,0
1057RK,0,3,0,0
1057RL,0,3,0,0
1057RM,0,3,0,0
1057RN,0,3,0,0
1057RP,0,3,0,0
1057RR,0,3,0,0
1057RS,0,3,0,0
1057RT,0,3,0,0
1057RV,0,3,0,0
1057RW,0,3,0,0
1057RX,0,3,0,0
1057RZ,0,3,0,0
1057SB,0,3,0,0
1057SC,0,3,0,0
1057SE,0,3,0,0
1057SG,0,3,0,0
1057SH,0,3,0,0
1057SJ,0,3,0,0
1057SK,0,3,0,0
1057SL,0,3,0,0
1057SM,0,3,0,0
1057SN,0,3,0,0
1057SP,0,3,0,0
1057SR,0,3,0,0
1057ST,0,3,0,0
1057SV,0,3,0,0
1057SW,0,3,0,0
1057SX,0,3,0,0
1057SZ,0,3,0,0
1057TA,0,3,0,0
1057TB,0,3,0,0
1057TC,0,3,0,0
1057TD,0,3,0,0
1057TE,0,3,0,0
1057TG,0,3,0,0
1057TH,0,3,0,0
1057TJ,0,3,0,0
1057TK,0,3,0,0
1057TL,0,3,0,0
1057TM,0,3,0,0
1057TN,0,3,0,0
1057TP,0,3,0,0
1057TR,0,3,0,0
1057TS,0,3,0,0
1057TT,0,3,0,0
1057TV,0,3,0,0
1057TW,0,3,0,0
1057TX,0,3,0,0
1057TZ,0,3,0,0
1057VA,0,3,0,0
1057VB,0,3,0,0
1057VC,0,3,0,0
1057VD,0,3,0,0
1057VE,0,3,0,0
1057VG,0,3,0,0
1057VH,0,3,0,0
1057VJ,0,3,0,0
1057VK,0,3,0,0
1057VL,0,3,0,0
1057VM,0,3,0,0
1057VN,0,3,0,0
1057VP,0,3,0,0
1057VR,0,3,0,0
1057VS,0,3,0,0
1057VT,0,3,0,0
1057VV,0,3,0,0
1057VW,0,3,0,0
1057VX,0,3,0,0
1057VZ,0,2,0,0
1057WB,0,3,0,0
1057WC,0,3,0,0
1057WD,0,3,0,0
1057WE,0,3,0,0
1057WG,0,3,0,0
1057WH,0,3,0,0
1057WJ,0,3,0,0
1057WK,0,3,0,0
1057WL,0,2,0,0
1057WN,0,2,0,0
1057WP,0,3,0,0
1057WR,0,3,0,0
1057WS,0,3,0,0
1057WT,0,3,0,0
1057WV,0,3,0,0
1057WW,0,3,0,0
1057WX,0,3,0,0
1057WZ,0,3,0,0
1057XA,0,3,0,0
1057XB,0,2,0,0
1057XC,0,2,0,0
1057XD,0,2,0,0
1057XE,0,2,0,0
1057XG,0,2,0,0
1057XH,0,2,0,0
1057XJ,0,2,0,0
1057XK,0,2,0,0
1057XL,0,2,0,0
1057XM,0,2,0,0
1057XN,0,2,0,0
1057XP,0,2,0,0
1057XR,0,2,0,0
1057XS,0,2,0,0
1057XT,0,2,0,0
1057XV,0,2,0,0
1057XW,0,2,0,0
1057XX,0,2,0,0
1057XZ,0,2,0,0
1057ZA,0,2,0,0
1057ZB,0,2,0,0
1057ZC,0,2,0,0
1057ZD,0,2,0,0
1057ZE,0,2,0,0
1057ZG,0,2,0,0
1057ZH,0,2,0,0
1057ZJ,0,2,0,0
1057ZK,0,2,0,0
1057ZL,0,2,0,0
1057ZM,0,2,0,0
1057ZN,0,2,0,0
1057ZP,0,2,0,0
1057ZR,0,2,0,0
1057ZS,0,2,0,0
1057ZT,0,2,0,0
1057ZV,0,2,0,0
1057ZW,0,2,0,0
1057ZX,0,2,0,0
1057ZZ,0,2,0,0
1058AA,0,3,0,0
1058AB,0,3,0,0
1058AC,0,2,0,0
1058AD,0,3,0,0
1058AE,0,3,0,0
1058AG,0,3,0,0
1058AH,0,3,0,0
1058AJ,0,3,0,0
1058AK,0,3,0,0
1058AL,0,3,0,0
1058AM,0,3,0,0
1058AN,0,3,0,0
1058AP,0,3,0,0
1058AR,0,3,0,0
1058AS,0,3,0,0
1058AT,0,3,0,0
1058AV,0,3,0,0
1058AW,0,3,0,0
1058AX,0,3,0,0
1058AZ,0,3,0,0
1058BA,0,3,0,0
1058BB,0,3,0,0
1058BC,0,3,0,0
1058BD,0,3,0,0
1058BE,0,3,0,0
1058BG,0,3,0,0
1058BH,0,3,0,0
1058BJ,0,3,0,0
1058BK,0,3,0,0
1058BL,0,3,0,0
1058BM,0,3,0,0
1058BN,0,3,0,0
1058BP,0,3,0,0
1058BR,0,3,0,0
1058BS,0,3,0,0
1058BT,0,3,0,0
1058BV,0,3,0,0
1058BW,0,3,0,0
1058BX,0,3,0,0
1058BZ,0,3,0,0
1058CA,0,3,0,0
1058CB,0,3,0,0
1058CC,0,3,0,0
1058CD,0,3,0,0
1058CE,0,3,0,0
1058CG,0,3,0,0
1058CH,0,3,0,0
1058CJ,0,3,0,0
1058CK,0,3,0,0
1058CL,0,3,0,0
1058CM,0,3,0,0
1058CN,0,3,0,0
1058CP,0,3,0,0
1058CR,0,3,0,0
1058CS,0,3,0,0
1058CT,0,3,0,0
1058CV,0,3,0,0
1058CW,0,3,0,0
1058CX,0,3,0,0
1058CZ,0,3,0,0
1058DA,0,3,0,0
1058DB,0,3,0,0
1058DC,0,3,0,0
1058DD,0,3,0,0
1058DE,0,3,0,0
1058DG,0,3,0,0
1058DH,0,3,0,0
1058DJ,0,3,0,0
1058DK,0,3,0,0
1058DL,0,3,0,0
1058DM,0,3,0,0
1058DN,0,3,0,0
1058DP,0,3,0,0
1058DR,0,3,0,0
1058DS,0,3,0,0
1058DT,0,3,0,0
1058DV,0,3,0,0
1058DW,0,3,0,0
1058DX,0,3,0,0
1058EA,0,2,0,0
1058EB,0,2,0,0
1058EC,0,2,0,0
1058ED,0,2,0,0
1058EE,0,2,0,0
1058EG,0,2,0,0
1058EH,0,2,0,0
1058EJ,0,3,0,0
1058EK,0,3,0,0
1058EL,0,3,0,0
1058EM,0,3,0,0
1058EN,0,3,0,0
1058EP,0,3,0,0
1058ER,0,3,0,0
1058ES,0,3,0,0
1058ET,0,3,0,0
1058GA,0,2,0,0
1058GB,0,2,0,0
1058GC,0,2,0,0
1058GD,0,2,0,0
1058GH,0,2,0,0
1058GJ,0,3,0,0
1058GK,0,3,0,0
1058GL,0,3,0,0
1058GM,0,2,0,0
1058GN,0,2,0,0
1058GP,0,3,0,0
1058GR,0,3,0,0
1058GS,0,3,0,0
1058GT,0,3,0,0
1058GV,0,3,0,0
1058GW,0,3,0,0
1058GX,0,3,0,0
1058GZ,0,3,0,0
1058HA,0,3,0,0
1058HB,0,3,0,0
1058HC,0,3,0,0
1058HD,0,2,0,0
1058HE,0,2,0,0
1058HG,0,2,0,0
1058HH,0,2,0,0
1058HJ,0,2,0,0
1058HK,0,2,0,0
1058HL,0,2,0,0
1058HM,0,2,0,0
1058HN,0,2,0,0
1058HP,0,2,0,0
1058HR,0,2,0,0
1058HS,0,2,0,0
1058HT,0,2,0,0
1058HV,0,2,0,0
1058HW,0,2,0,0
1058HX,0,2,0,0
1058HZ,0,2,0,0
1058JA,0,2,0,0
1058JB,0,2,0,0
1058JC,0,2,0,0
1058JD,0,2,0,0
1058JE,0,2,0,0
1058JG,0,2,0,0
1058JH,0,2,0,0
1058JJ,0,2,0,0
1058JK,0,2,0,0
1058JL,0,2,0,0
1058JM,0,2,0,0
1058JN,0,2,0,0
1058JP,0,2,0,0
1058JR,0,2,0,0
1058JS,0,2,0,0
1058JT,0,2,0,0
1058JV,0,2,0,0
1058JW,0,2,0,0
1058JX,0,2,0,0
1058JZ,0,2,0,0
1058KA,0,2,0,0
1058KB,0,2,0,0
1058KC,0,3,0,0
1058KD,0,2,0,0
1058KE,0,2,0,0
1058KG,0,2,0,0
1058KH,0,2,0,0
1058KJ,0,2,0,0
1058KK,0,2,0,0
1058KL,0,2,0,0
1058KM,0,2,0,0
1058KN,0,2,0,0
1058KP,0,2,0,0
1058KR,0,2,0,0
1058KS,0,2,0,0
1058KT,0,2,0,0
1058KV,0,2,0,0
1058KW,0,2,0,0
1058KX,0,2,0,0
1058KZ,0,2,0,0
1058LA,0,2,0,0
1058LB,0,2,0,0
1058LC,0,2,0,0
1058LD,0,2,0,0
1058LE,0,2,0,0
1058LG,0,2,0,0
1058LH,0,2,0,0
1058LJ,0,2,0,0
1058LK,0,2,0,0
1058LL,0,2,0,0
1058LM,0,2,0,0
1058LN,0,2,0,0
1058LP,0,2,0,0
1058LR,0,2,0,0
1058LS,0,2,0,0
1058LT,0,2,0,0
1058LX,0,2,0,0
1058LZ,0,2,0,0
1058NA,0,2,0,0
1058NB,0,2,0,0
1058NC,0,2,0,0
1058ND,0,2,0,0
1058NE,0,2,0,0
1058NG,0,2,0,0
1058NH,0,2,0,0
1058NJ,0,2,0,0
1058NK,0,2,0,0
1058NL,0,2,0,0
1058NM,0,2,0,0
1058NN,0,2,0,0
1058NP,0,2,0,0
1058PB,0,2,0,0
1058PC,0,2,0,0
1058PD,0,2,0,0
1058SB,0,2,0,0
1058SC,0,2,0,0
1058SE,0,2,0,0
1058SG,0,2,0,0
1058SH,0,2,0,0
1058SJ,0,2,0,0
1058SK,0,2,0,0
1058SL,0,2,0,0
1058SM,0,2,0,0
1058SN,0,2,0,0
1058SP,0,2,0,0
1058SR,0,2,0,0
1058ST,0,2,0,0
1058SV,0,2,0,0
1058SW,0,2,0,0
1058SX,0,2,0,0
1058SZ,0,2,0,0
1058TA,0,2,0,0
1058TB,0,2,0,0
1058TC,0,2,0,0
1058TD,0,2,0,0
1058TE,0,2,0,0
1058TG,0,2,0,0
1058TH,0,2,0,0
1058TJ,0,2,0,0
1058TK,0,2,0,0
1058TL,0,2,0,0
1058TM,0,2,0,0
1058TN,0,2,0,0
1058TP,0,2,0,0
1058TR,0,2,0,0
1058TS,0,2,0,0
1058TT,0,2,0,0
1058TV,0,2,0,0
1058TW,0,2,0,0
1058TX,0,2,0,0
1058TZ,0,2,0,0
1058VA,0,2,0,0
1058VB,0,2,0,0
1058VC,0,2,0,0
1058VD,0,3,0,0
1058VE,0,3,0,0
1058VG,0,3,0,0
1058VH,0,3,0,0
1058VJ,0,3,0,0
1058VK,0,3,0,0
1058VL,0,3,0,0
1058VM,0,3,0,0
1058VN,0,3,0,0
1058VP,0,3,0,0
1058VR,0,3,0,0
1058VS,0,3,0,0
1058VT,0,3,0,0
1058VV,0,3,0,0
1058VW,0,3,0,0
1058VX,0,3,0,0
1058VZ,0,3,0,0
1058XA,0,3,0,0
1058XB,0,3,0,0
1058XC,0,3,0,0
1058XD,0,3,0,0
1058XE,0,3,0,0
